,setnumber,Title,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
4473,4473,dummy,5QVqc1fl3JrjGAiKXkUWVG,0.622,0.842,0,-6.906,0,0.0336,0.00441,0.0475,0.194,0.827,129.878
4474,4474,dummy,5G1cncTOGFQhhq0b0L1Hnf,0.231,0.907,0,-4.795,1,0.0534,0.00769,9.94e-06,0.593,0.609,178.488
4475,4475,dummy,6a41rCqZhb2W6rpMolDR08,0.781,0.511,5,-8.379,1,0.0386,0.467,0.0,0.114,0.714,113.214
4476,4476,dummy,5vl4x9sPdkpwoC9XqnqfUD,0.749,0.794,7,-7.229,1,0.0345,0.215,2.29e-05,0.114,0.88,113.542
4477,4477,dummy,5SdG78xwNRsjXmFGhm9Z8D,0.556,0.284,10,-15.177,1,0.0302,0.81,9.54e-05,0.187,0.658,130.009
4478,4478,dummy,48ubkDBO9GAFRkn3hXFHVt,0.483,0.809,0,-5.866,1,0.0362,0.00889,0.0374,0.101,0.378,138.986
4479,4479,dummy,7JGdVPU3Zmg303Va2ZEipG,0.484,0.531,9,-5.866,0,0.0299,0.165,2.09e-06,0.0969,0.246,123.35
4480,4480,dummy,3N9huFk2IceMSlKoZLaUsv,0.464,0.971,9,-5.546,0,0.26,0.0635,0.000108,0.073,0.265,140.179
4481,4481,dummy,2O1HKlrrc4wMsJRpNAh7Py,0.427,0.799,6,-5.156,0,0.0322,0.00158,0.0,0.232,0.578,137.12
4482,4482,dummy,3LGZh5qqXpMXiAlcUetjAT,0.205,0.497,4,-10.09,1,0.0315,0.443,0.000123,0.116,0.167,177.563
4483,4483,dummy,5HNd59MNRSPm4VDiyMKOLl,0.439,0.334,0,-10.795,1,0.0335,0.855,0.00998,0.114,0.334,119.898
4484,4484,dummy,4zDdZaKglOiw76QxbvWU2S,0.635,0.58,1,-9.228,1,0.0282,0.378,3.62e-05,0.0983,0.447,94.873
4485,4485,dummy,3smEgBXXACzpwWocmcj622,0.526,0.741,7,-8.351,1,0.0412,2.75e-05,0.000739,0.108,0.405,140.061
4486,4486,dummy,4UBYbC0qKvmUvgJgyDKJDV,0.591,0.668,2,-10.709,1,0.0356,0.0397,7.75e-06,0.158,0.691,119.754
4487,4487,dummy,58TKlfDYHxkVmEUSM8OjkQ,0.527,0.61,9,-7.614,0,0.025,0.549,1.52e-06,0.123,0.592,87.002
4488,4488,dummy,76XraHqTrC1UpFJTgzDxx2,0.567,0.952,2,-2.314,0,0.0382,0.461,0.0,0.0664,0.881,75.844
4489,4489,dummy,2GGuiluOec0R15ZPQFm9Kt,0.265,0.549,1,-5.421,1,0.0338,0.111,4.43e-05,0.103,0.127,80.669
4490,4490,dummy,74zvVk7bHyrbTZ3CpYuquf,0.71,0.646,0,-8.654,0,0.438,0.286,0.0,0.763,0.638,151.872
4491,4491,dummy,3UGIZ8qcrMTwzLbx6Kttqt,0.717,0.55,10,-6.019,0,0.0521,0.0358,0.00196,0.126,0.332,96.976
4492,4492,dummy,0fP2tZ0NYxCgbZRxjRxiP0,0.655,0.686,0,-6.986,1,0.0452,0.145,9.52e-06,0.975,0.522,84.013
4493,4493,dummy,1nC7hBCSaBwcFYFkromWKQ,0.744,0.689,6,-6.889,1,0.144,0.622,8.65e-06,0.102,0.739,143.99
4494,4494,dummy,7MuyCMeCuTRWLE6fCv1m4P,0.832,0.847,7,-7.33,1,0.237,0.0252,0.0,0.148,0.772,130.024
4495,4495,dummy,1NILbxMNjlYwxmnmyDTITz,0.496,0.886,4,-5.672,0,0.379,0.409,0.0,0.377,0.838,182.06
4496,4496,dummy,7pOZv4YlZCrV7yYQONEuzd,0.813,0.883,2,-6.209,1,0.0977,0.0451,5.64e-05,0.129,0.857,112.004
4497,4497,dummy,0nJW01T7XtvILxQgC5J7Wh,0.612,0.28,0,-8.648,1,0.0434,0.932,0.0,0.088,0.387,72.795
4498,4498,dummy,7hIRQZhDjab4YgqkkkehV9,0.482,0.713,2,-6.017,1,0.0487,0.0969,0.0,0.111,0.263,140.069
4499,4499,dummy,1Xsxp1SEOxuMzjrFZhtw8u,0.674,0.81,7,-5.117,0,0.0378,0.0923,4.74e-05,0.11,0.391,94.995
4500,4500,dummy,3dmPjkQXJCJerYZSQiG4h7,0.517,0.856,10,-4.209,0,0.0507,0.00437,0.0,0.106,0.486,154.953
4501,4501,dummy,6i2An3mM7JokAiU5cSSDXr,0.909,0.574,5,-6.004,0,0.0951,0.0552,0.0,0.33,0.783,94.035
4502,4502,dummy,4kSHoKX3GYaf7rB7pVC1e2,0.622,0.93,10,-4.509,1,0.07,0.029,0.0,0.211,0.465,122.003
4503,4503,dummy,1ohZvI54lCaclulHGRsy73,0.512,0.962,4,-2.072,0,0.0399,0.00503,0.0138,0.118,0.388,174.953
4504,4504,dummy,0LxKGciKtDGXZ7B7t6NqWZ,0.777,0.75,5,-7.302,1,0.38,0.407,0.0,0.0565,0.742,89.776
4505,4505,dummy,0KAiuUOrLTIkzkpfpn9jb9,0.765,0.837,1,-3.113,0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028
4506,4506,dummy,3OwpdxnMWyUmKHyOQggahF,0.704,0.699,10,-6.405,0,0.343,0.184,0.0,0.107,0.689,88.025
4507,4507,dummy,6kuNT7fS1AP4WnmkJuphdt,0.619,0.829,7,-5.627,1,0.06,0.00313,0.0,0.0639,0.603,163.945
4508,4508,dummy,7I7xep52sr2cuya0v8H1Uy,0.887,0.581,10,-7.87,0,0.368,0.0185,0.0,0.215,0.551,102.043
4509,4509,dummy,0JpvWQpfc6AxT9ZwbOcpgF,0.502,0.447,10,-9.062,1,0.0378,0.647,3.28e-05,0.296,0.244,77.009
4510,4510,dummy,3CAkEKSuSGq18ioSbi04C3,0.71,0.99,9,-1.951,1,0.0575,0.0635,0.0,0.148,0.807,131.975
4511,4511,dummy,2YrSAsy9sx93tOr0WhXhgl,0.379,0.607,4,-10.013,0,0.0529,0.428,3.24e-06,0.663,0.522,84.832
4512,4512,dummy,4XNrMwGx1SqP01sqkGTDmo,0.718,0.82,5,-3.453,0,0.0323,0.0444,0.0,0.0846,0.613,92.998
4513,4513,dummy,0QUc8kGTwivnpGs16biksE,0.675,0.997,3,-3.613,1,0.0614,0.116,0.0,0.383,0.775,130.104
4514,4514,dummy,3cLyaQ2UkxJmUjsy9MfPgO,0.798,0.365,9,-11.407,0,0.0598,0.000835,0.64,0.0619,0.54,128.004
4515,4515,dummy,59BhNnVBBXKhUjONX7jlrk,0.801,0.951,7,-3.383,1,0.306,0.0503,0.0,0.163,0.582,95.06
4516,4516,dummy,1dbCR3eSooPfMb1E1jKCaP,0.538,0.65,10,-5.864,1,0.0275,0.369,1.14e-06,0.0778,0.619,117.922
4517,4517,dummy,6hIiGGmDJfUFO6p3Ip8ioN,0.408,0.961,2,-2.414,1,0.0838,0.003,0.0,0.327,0.407,155.108
4518,4518,dummy,4mGxtC2zW3wBZH0OIuwKAE,0.802,0.785,0,-5.132,0,0.0726,0.0852,4.66e-06,0.106,0.797,146.054
4519,4519,dummy,5v64DycnnkiEtJXiuObYhO,0.583,0.851,0,-5.364,0,0.0563,0.306,1.64e-06,0.105,0.739,176.607
4520,4520,dummy,2Sy1KFLXBQjxqj6lCeIBCB,0.638,0.803,8,-5.467,0,0.0681,0.0244,0.0,0.169,0.756,128.035
4521,4521,dummy,2L6hCTpUlR2p7Su3hiSB0s,0.726,0.9,9,-4.134,1,0.0401,0.133,0.0,0.145,0.973,160.128
4522,4522,dummy,66MWev4H48W1ebKDnAwqYL,0.705,0.808,3,-4.933,0,0.258,0.0623,0.0,0.162,0.679,85.28
4523,4523,dummy,3jZomvOBa5qfTo5HkqI1p5,0.489,0.867,4,-3.121,0,0.071,0.025,0.0,0.586,0.409,162.131
4524,4524,dummy,6MEYJFvkZem0ipKflccdhm,0.891,0.806,9,-6.978,1,0.271,0.028,0.0,0.248,0.965,79.999
4525,4525,dummy,3bidbhpOYeV4knp8AIu8Xn,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078
4526,4526,dummy,2LV5joNDrsyuXEh4FBARVK,0.669,0.636,1,-5.676,1,0.0307,0.00385,4.98e-05,0.142,0.341,112.1
4527,4527,dummy,6sJqyTUtxpzdISd2iYVAPT,0.507,0.844,9,-4.108,1,0.0309,0.0207,0.000201,0.348,0.261,129.96
4528,4528,dummy,6q3bYVIife2w36gtXrHdVq,0.577,0.892,10,-5.734,0,0.105,0.00752,0.0,0.184,0.833,164.97
4529,4529,dummy,3YBwqMrXwVbjAKmqcNf2PV,0.641,0.843,2,-7.529,1,0.0368,0.422,0.00253,0.213,0.89,92.873
4530,4530,dummy,3igRffkEKx3qq7FKci9lXh,0.597,0.838,0,-3.36,0,0.0424,0.345,0.0,0.0913,0.938,166.032
4531,4531,dummy,0ww9Rdd4cOAerNOp68xVkZ,0.577,0.648,9,-10.253,1,0.214,0.159,8.44e-06,0.304,0.591,77.642
4532,4532,dummy,5K8wFejKk90BOUIRgydYGg,0.549,0.809,10,-7.668,1,0.0307,0.0245,0.0,0.13,0.81,112.024
4533,4533,dummy,08k1jRkqjmHgLW0kH8OtHi,0.596,0.802,11,-6.539,1,0.0576,0.732,0.0,0.118,0.727,91.781
4534,4534,dummy,6v9XhivN2PCrVsIW0U7sVk,0.486,0.75,3,-8.047,1,0.0417,0.163,0.0,0.241,0.33,177.749
4535,4535,dummy,38TrJNG1m14RlLUmz6FLXh,0.552,0.864,5,-4.963,0,0.0313,0.0106,4.52e-06,0.136,0.244,137.98
4536,4536,dummy,4vxjNphyAqPGR8KpuXPGoi,0.76,0.556,6,-8.029,1,0.148,0.118,2.41e-06,0.214,0.599,84.78
4537,4537,dummy,4BwQLePZSn9X2HoTwNpoLg,0.787,0.652,8,-9.902,1,0.127,0.134,0.0,0.372,0.721,91.008
4538,4538,dummy,5qKqVAe2e3NsojfuMTYOPA,0.43,0.554,0,-10.837,1,0.207,0.436,0.0186,0.089,0.239,151.011
4539,4539,dummy,352zgXSWzF85TvLhzJ7kkK,0.739,0.7,1,-8.923,1,0.0454,0.0919,0.0,0.148,0.881,112.76
4540,4540,dummy,61UQzeiIluhpzpMdY4ag3q,0.814,0.622,8,-7.573,1,0.0492,0.000132,0.72,0.0658,0.726,119.976
4541,4541,dummy,1HRtVWNhS9tEvDQyOKD9Fs,0.872,0.946,4,-3.105,1,0.0656,0.0502,0.0161,0.298,0.943,119.01
4542,4542,dummy,0CAfXk7DXMnon4gLudAp7J,0.918,0.609,10,-5.64,0,0.0791,0.0928,0.0,0.139,0.304,128.008
4543,4543,dummy,4nVBt6MZDDP6tRVdQTgxJg,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07
4544,4544,dummy,0obBFrPYkSoBJbvHfUIhkv,0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.021
4545,4545,dummy,6208B8Utmd2fTqgGMjeNr6,0.692,0.653,5,-5.715,1,0.0392,0.49,0.00656,0.455,0.901,148.017
4546,4546,dummy,0cGG2EouYCEEC3xfa0tDFV,0.5,0.501,0,-8.284,0,0.0376,0.462,0.0,0.26,0.623,144.438
4547,4547,dummy,6KuHjfXHkfnIjdmcIvt9r0,0.635,0.926,0,-5.589,1,0.151,0.0893,4.53e-06,0.0928,0.761,100.048
4548,4548,dummy,05wIrZSwuaVWhcv5FfqeH0,0.596,0.869,10,-11.97,1,0.037,0.0116,0.173,0.0678,0.944,109.902
4549,4549,dummy,5mwzpzRue1SBWwrbbhXfbf,0.547,0.831,11,-11.298,0,0.0319,0.0874,8.34e-06,0.222,0.909,168.581
4550,4550,dummy,3pYDZTJM2tVBUhIRifWVzI,0.753,0.729,11,-3.862,0,0.0392,0.00334,5.66e-05,0.073,0.812,120.013
4551,4551,dummy,5o89Bf80t8ko3uNXJkYoVs,0.863,0.726,9,-6.649,1,0.0494,0.415,0.0299,0.0735,0.93,132.574
4552,4552,dummy,7rl7ao5pb9BhvAzPdWStxi,0.825,0.832,5,-5.853,0,0.0403,0.00587,0.000789,0.114,0.713,122.021
4553,4553,dummy,2dLLR6qlu5UJ5gk0dKz0h3,0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878
4554,4554,dummy,14epucTZd8dLIYipdByNZS,0.733,0.821,7,-6.021,1,0.0991,0.000643,0.367,0.0617,0.63,128.013
4555,4555,dummy,0xeHrqvJVonxLfhhklFSsp,0.74,0.662,11,-14.233,0,0.0505,0.0324,0.092,0.0603,0.93,128.001
4556,4556,dummy,0TAmnCzOtqRfvA38DDLTjj,0.709,0.22,7,-11.856,1,0.0327,0.811,0.0,0.175,0.53,110.076
4557,4557,dummy,5R9a4t5t5O0IsznsrKPVro,0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.188,0.272,193.437
4558,4558,dummy,45PdLo6r1tME4Uhkg5h7ak,0.672,0.649,2,-5.072,1,0.0677,0.00316,0.0,0.0547,0.883,127.912
4559,4559,dummy,4CWUGKyUi4aJOq7tF6HAIF,0.658,0.756,10,-8.751,0,0.0456,0.0904,0.00747,0.188,0.811,107.415
4560,4560,dummy,3Dy4REq8O09IlgiwuHQ3sk,0.445,0.949,2,-4.682,1,0.0471,0.395,8.18e-06,0.0902,0.653,147.604
4561,4561,dummy,31UBcyZkwJRy2ZV5XpMlxh,0.831,0.511,2,-14.578,0,0.115,0.00343,0.000686,0.0519,0.965,122.038
4562,4562,dummy,3ix6K4wZY29bCujrSznwFZ,0.654,0.743,10,-7.44,0,0.0605,0.0125,0.0272,0.153,0.632,114.846
4563,4563,dummy,6UjlpJhUqOQqv0hrb38IDI,0.764,0.57,0,-11.361,1,0.0348,0.45,0.362,0.0812,0.972,115.376
4564,4564,dummy,1EqYoza9iMnxB9O0TwAeOO,0.903,0.731,8,-5.101,1,0.101,0.271,0.0,0.0699,0.798,127.813
4565,4565,dummy,4qWEYxl5VPhPdayi0C5XJn,0.743,0.959,7,-4.79,1,0.0514,0.00138,0.833,0.706,0.546,127.993
4566,4566,dummy,1gihuPhrLraKYrJMAEONyc,0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937
4567,4567,dummy,7zw4ZapllzFZqZDklIkhN1,0.768,0.932,0,-3.904,0,0.0567,0.484,0.00798,0.152,0.803,108.965
4568,4568,dummy,5cCAZS9VhLGEDV4NCfieeg,0.696,0.546,5,-6.55,1,0.0414,0.00379,3.8e-06,0.332,0.787,130.002
4569,4569,dummy,4LiJE6pqgsTX3FtukW6bNh,0.621,0.923,2,-3.124,0,0.0321,0.00645,7.28e-05,0.108,0.716,127.973
4570,4570,dummy,6DkXLzBQT7cwXmTyzAB1DJ,0.689,0.784,2,-2.972,1,0.074,0.182,0.0,0.0843,0.561,99.954
4571,4571,dummy,7ueP5u2qkdZbIPN2YA6LR0,0.826,0.436,1,-9.583,1,0.0558,0.441,0.615,0.0964,0.272,119.051
4572,4572,dummy,3bidbhpOYeV4knp8AIu8Xn,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078
4573,4573,dummy,1Kv88awxVdoulfYVQkmigJ,0.825,0.94,10,-9.164,1,0.0577,0.00432,0.0433,0.0891,0.864,116.994
4574,4574,dummy,0GIk0Mm87D0CDyj57Urtt3,0.83,0.68,11,-5.723,0,0.0474,0.0586,0.00069,0.317,0.875,125.449
4575,4575,dummy,16KwF7IrKHTVTitUKH58g3,0.594,0.906,1,-5.536,1,0.0594,0.169,0.00122,0.0778,0.892,104.411
4576,4576,dummy,1zYsvExrADZ5L7Epqd5J6D,0.802,0.981,7,-2.708,1,0.0658,0.0204,3.55e-06,0.256,0.804,127.974
4577,4577,dummy,5SZ6zX4rOrEQferfFC2MfP,0.653,0.73,5,-10.613,1,0.043,0.0114,1.03e-05,0.0754,0.894,108.705
4578,4578,dummy,4XX1pFUkQOZTYp6Hb6a6Ae,0.722,0.961,9,-4.812,1,0.0514,0.0883,0.61,0.278,0.91,126.113
4579,4579,dummy,2JjDgorBAd8Er6IS5Weyok,0.549,0.947,2,-5.141,1,0.0702,0.00191,0.0322,0.333,0.38,139.747
4580,4580,dummy,0aBKFfdyOD1Ttvgv0cfjjJ,0.551,0.893,7,-2.628,1,0.0543,0.00166,0.0,0.348,0.794,125.083
4581,4581,dummy,4zy1s9GnxWsNzZp1688euA,0.891,0.809,0,-5.753,1,0.0756,0.0407,0.136,0.0743,0.967,126.023
4582,4582,dummy,2Foc5Q5nqNiosCNqttzHof,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047
4583,4583,dummy,0QkWikH5Z3U0f79T9iuF6c,0.661,0.937,10,-3.83,0,0.0744,0.000967,1.59e-05,0.355,0.535,131.001
4584,4584,dummy,39l1UORIhuHvUWfxG53tRZ,0.539,0.599,3,-10.638,1,0.0483,0.0375,0.0,0.0754,0.636,167.7
4585,4585,dummy,1RMRkCn07y2xtBip9DzwmC,0.594,0.841,1,-5.792,1,0.102,0.000238,2.22e-06,0.156,0.643,129.925
4586,4586,dummy,2ivdsb1RcEJjIs5tuHkUC9,0.838,0.616,10,-8.351,0,0.0711,0.18,7.17e-06,0.193,0.848,107.695
4587,4587,dummy,1AWQoqb9bSvzTjaLralEkT,0.892,0.714,4,-6.055,0,0.141,0.201,0.000234,0.0521,0.817,100.972
4588,4588,dummy,0VffaI2jwQknRrxpECYHsF,0.723,0.806,0,-4.989,1,0.0521,0.00666,0.876,0.276,0.539,124.976
4589,4589,dummy,5706T4zCotEsJmqqGtEpBv,0.613,0.429,11,-10.381,1,0.0569,0.0289,0.0115,0.15,0.628,75.004
4590,4590,dummy,5kqIPrATaCc2LqxVWzQGbk,0.765,0.473,10,-5.829,1,0.0514,0.287,0.0,0.391,0.34,119.992
4591,4591,dummy,2HJQcyUpmUuvzS5vBAICIc,0.776,0.715,5,-6.587,0,0.0505,0.0971,0.0131,0.247,0.502,99.951
4592,4592,dummy,1qKDjasAnswlbgBsOd8DJp,0.343,0.174,2,-14.471,1,0.0359,0.807,0.47,0.113,0.195,96.888
4593,4593,dummy,7ciLq0Cip0yxiz6KANrOUq,0.556,0.785,7,-5.842,1,0.133,0.122,0.0,0.468,0.825,104.978
4594,4594,dummy,72ZxxtVWKGiICLhyL2Fcix,0.682,0.824,1,-5.832,1,0.0329,0.00568,5.27e-06,0.0679,0.389,123.023
4595,4595,dummy,3A2XKObGNiNjSZlQVv8Tq0,0.674,0.73,1,-5.503,1,0.132,0.00196,0.0,0.233,0.63,100.013
4596,4596,dummy,27eKJ4RlK36novSUJQXlVH,0.576,0.449,9,-7.23,1,0.0419,0.608,0.0,0.117,0.147,145.025
4597,4597,dummy,3oxkOzC4pgz7XMXYORTm1I,0.676,0.503,8,-7.014,1,0.06,0.302,1.26e-06,0.119,0.378,87.007
4598,4598,dummy,4X2xkFnNZ4aVoZq67tvDU8,0.689,0.404,5,-8.898,1,0.0365,0.238,0.00132,0.618,0.22,109.968
4599,4599,dummy,62PaSfnXSMyLshYJrlTuL3,0.578,0.43,5,-6.134,0,0.0305,0.33,0.0,0.0854,0.288,78.991
4600,4600,dummy,0aersVHlGGXcHeRvHtuaSt,0.564,0.945,1,-4.705,1,0.0493,0.0189,0.0,0.359,0.399,101.003
4601,4601,dummy,1vN2yV1aOQ6uJvEpJ5GYc0,0.405,0.768,0,-5.387,1,0.0898,0.0422,0.0,0.13,0.338,159.988
4602,4602,dummy,6OXU517AeB6iYEMy10rRmr,0.391,0.8,8,-4.756,1,0.0544,0.0871,0.0,0.162,0.237,123.25
4603,4603,dummy,6AVV9jR1aEtHiYTrRzdETV,0.432,0.34,2,-11.091,1,0.0317,0.787,0.00536,0.111,0.144,79.927
4604,4604,dummy,14KXQU8N4mD0g1enS8F1HQ,0.633,0.807,2,-6.077,1,0.0381,0.228,0.0,0.419,0.897,135.002
4605,4605,dummy,6SSKR7x2un743k1L31c5bk,0.459,0.683,0,-4.8,0,0.0296,0.0175,0.0,0.151,0.529,78.01
4606,4606,dummy,1kDVtWMDT5RnXHvymKgTyd,0.64,0.768,10,-3.465,0,0.0676,3.86e-05,0.191,0.197,0.34,141.593
4607,4607,dummy,3px2rAPu74ltbkf9eZsZ8h,0.562,0.904,1,-4.947,1,0.0807,0.00302,0.0,0.0433,0.651,94.481
4608,4608,dummy,3UWMvlNnUHjY48CfhvfOOg,0.441,0.725,1,-6.436,1,0.24,0.0578,0.0,0.084,0.436,105.101
4609,4609,dummy,2hr3kqWd9MJ1sWAhgCpzQf,0.773,0.832,7,-4.958,1,0.059,0.000483,0.778,0.13,0.872,120.986
4610,4610,dummy,09CtPGIpYB4BrO8qb1RGsF,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945
4611,4611,dummy,6dMEkiUUCt09BeeSVgIkao,0.714,0.618,10,-9.491,1,0.112,0.0837,8.69e-05,0.0892,0.298,172.019
4612,4612,dummy,1tSZL8hRpFVMa4eKOs3f7Z,0.577,0.521,2,-8.185,1,0.0362,0.00306,0.0521,0.0875,0.0543,100.007
4613,4613,dummy,1hNZc5mqtzV8qiYMU5833u,0.748,0.747,3,-6.238,1,0.0774,0.116,0.00171,0.356,0.556,120.038
4614,4614,dummy,0vXYHIX8tnarRm1wtQGukH,0.675,0.459,10,-8.049,1,0.0278,0.526,0.00122,0.127,0.478,120.053
4615,4615,dummy,5b0QOGqikWl9VZ3H3uHrUb,0.505,0.782,3,-2.256,1,0.0404,0.682,0.0,0.173,0.366,76.004
4616,4616,dummy,4Y4hyK60i3xU3pprXx8gZo,0.695,0.434,6,-7.714,0,0.0897,0.582,0.0,0.204,0.681,151.889
4617,4617,dummy,1PhvTwusCB7hHCLrP8mrll,0.69,0.497,1,-8.4,0,0.215,0.00196,3.46e-06,0.177,0.403,108.116
4618,4618,dummy,6TaqooOXAEcijL6G1AWS2K,0.681,0.521,0,-5.849,1,0.141,0.12,8.41e-05,0.108,0.181,94.997
4619,4619,dummy,4fMJ7vHNzhd3Gaxx4Jxxbq,0.802,0.739,6,-7.387,0,0.0435,0.188,0.0,0.121,0.342,100.035
4620,4620,dummy,0375PEO6HIwCHx5Y2sowQm,0.533,0.904,8,-4.741,1,0.0656,0.0159,0.0,0.283,0.323,75.667
4621,4621,dummy,7GoYMYxiHGB81biFSyCJqM,0.669,0.927,9,-2.151,1,0.0399,0.0742,0.000126,0.182,0.678,105.928
4622,4622,dummy,6QeJEhEoMNqsn2yhCvG3jc,0.403,0.539,10,-6.987,1,0.037,0.0405,1.06e-05,0.254,0.332,125.646
4623,4623,dummy,6q0VwXmZtBkNfkKSRRO1hv,0.715,0.494,3,-9.349,1,0.0566,0.354,0.00111,0.128,0.236,131.975
4624,4624,dummy,6Epdo0hJlIF5Mm2mrjv2sd,0.598,0.446,7,-8.751,1,0.0315,0.457,2.79e-05,0.118,0.0961,82.036
4625,4625,dummy,4NtdkNudAf9vuF9zzpeJiL,0.454,0.881,10,-4.537,1,0.0412,8.73e-05,4.21e-06,0.379,0.545,107.962
4626,4626,dummy,0T8WcoofVcIw7nv9voAnOA,0.349,0.815,7,-5.659,1,0.0433,0.000764,0.00279,0.344,0.344,96.064
4627,4627,dummy,0X9vr7owjJaxiAjJTsn04q,0.683,0.899,2,-5.382,0,0.0286,0.102,0.0,0.0868,0.366,110.996
4628,4628,dummy,3tAOuUooTxD5ucTQ4RgMtM,0.623,0.88,0,-5.854,1,0.0515,0.0348,0.0,0.0836,0.595,108.005
4629,4629,dummy,6QS5GEuM3Nyowck5PawQvL,0.516,0.906,2,-3.148,1,0.302,0.417,0.0,0.153,0.392,135.751
4630,4630,dummy,3R2bkLqP197fl3vKHpONrg,0.56,0.828,9,-6.186,0,0.0333,0.00181,4.1e-06,0.0966,0.661,137.015
4631,4631,dummy,1xi7L6YU6TRzXgh2rogz1h,0.587,0.889,1,-5.541,1,0.0704,0.0168,0.0,0.0806,0.787,167.936
4632,4632,dummy,5PMbYk8qnxHk11VC8vKsF3,0.414,0.353,2,-10.17,1,0.0364,0.396,0.000426,0.12,0.474,82.413
4633,4633,dummy,0EaqTZtx0wyKBT1VluOtCi,0.496,0.885,9,-4.349,0,0.0453,0.00346,0.000243,0.591,0.326,124.21
4634,4634,dummy,2yBXFeBsYHXI9uqXewILuv,0.623,0.654,8,-5.408,1,0.0674,0.0183,1.7e-06,0.398,0.193,96.017
4635,4635,dummy,48MntU3zSVgU5ZOWhdsWqP,0.615,0.548,5,-5.457,1,0.0246,0.35,0.392,0.0996,0.265,140.573
4636,4636,dummy,1CzLhaLoxKmfICepLtWEJF,0.694,0.663,0,-7.326,1,0.0329,0.694,0.405,0.134,0.179,119.993
4637,4637,dummy,4v1CvZazmdpxQLEt3sCeKH,0.564,0.639,4,-6.828,0,0.038,0.0127,0.0,0.133,0.0624,126.062
4638,4638,dummy,1GuxXihzF3O1Yq7ZDjDblS,0.704,0.875,7,-6.826,1,0.0397,0.00218,0.421,0.0401,0.324,124.988
4639,4639,dummy,5EUlMkyX5kwBp2SFU6PqVi,0.677,0.552,2,-8.764,0,0.254,0.0716,0.000838,0.0847,0.275,177.827
4640,4640,dummy,6ocWi01hGuVeJLbBeGwhNm,0.802,0.515,11,-8.722,0,0.059,0.0208,0.91,0.167,0.536,116.021
4641,4641,dummy,0osEtBJcmU5ew6uCGJju5x,0.808,0.819,1,-4.383,1,0.0466,0.137,0.219,0.0879,0.665,121.007
4642,4642,dummy,5TGpeMlR6uYQ04SBtOWsrU,0.736,0.72,10,-10.56,1,0.0652,0.012,0.309,0.101,0.299,116.953
4643,4643,dummy,3QQFvqeSRycznvVZEnGUSs,0.906,0.597,2,-6.183,1,0.0594,0.00199,0.000344,0.0699,0.535,118.001
4644,4644,dummy,0SwAOdc4C2kWUMbsXG4ztz,0.929,0.449,1,-10.425,1,0.0574,0.0862,0.49,0.0889,0.612,119.896
4645,4645,dummy,7j8rpn7ozddHA0Bj08q2Yo,0.862,0.644,10,-10.942,0,0.0818,0.000578,0.786,0.0618,0.967,125.963
4646,4646,dummy,0jfeHptByz7p6pa2LhP8lx,0.79,0.442,9,-13.155,0,0.049,0.075,0.409,0.118,0.336,124.001
4647,4647,dummy,20bNRgJ7cf3UNtE9D7RvuI,0.803,0.549,9,-11.603,0,0.0721,0.00925,0.878,0.0457,0.465,109.986
4648,4648,dummy,61UQzeiIluhpzpMdY4ag3q,0.814,0.622,8,-7.573,1,0.0492,0.000132,0.72,0.0658,0.726,119.976
4649,4649,dummy,5DFeRLry7H8tPW0pPyImxK,0.789,0.79,10,-6.984,0,0.0349,0.0805,0.000135,0.0507,0.627,121.997
4650,4650,dummy,58ddJVP7jqds3ssT89aESJ,0.72,0.797,5,-8.354,0,0.0728,0.00167,0.466,0.424,0.423,119.981
4651,4651,dummy,2taC2eR7ByOMWmiU3d5hZk,0.803,0.536,10,-9.586,0,0.074,0.000654,0.929,0.0531,0.653,122.003
4652,4652,dummy,25wbzwqwOAGWN5EoqV992S,0.747,0.878,9,-5.209,0,0.0357,0.0794,0.000531,0.37,0.897,122.03
4653,4653,dummy,5fl0deEaEthF9gCpXEUkJ7,0.719,0.861,11,-6.317,0,0.0462,0.0868,0.0,0.108,0.51,119.934
4654,4654,dummy,48wbFpaiuuJARpya8mysO9,0.854,0.406,2,-10.762,1,0.0467,0.00176,0.506,0.0676,0.58,122.001
4655,4655,dummy,2VnPtz0mVbQSRNhTk5Pimp,0.88,0.55,1,-8.591,1,0.103,0.00503,0.142,0.267,0.519,123.002
4656,4656,dummy,4mkmSx0hQ1Mf9ON1cjxxgq,0.783,0.569,9,-11.926,1,0.0925,0.00163,0.817,0.0878,0.675,125.983
