,setnumber,Title,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
597,597,dummy,2OXK1ShksXD51tOLsE0E7s,0.522,0.868,5,-5.307,1,0.0412,0.0446,1.3e-06,0.635,0.514,173.96
598,598,dummy,77sVUchtzjpetfDZC9L59d,0.823,0.506,0,-5.516,1,0.0966,0.0986,0.000503,0.577,0.512,126.052
599,599,dummy,16EMONl2vH3rt9f4ehTG8g,0.846,0.772,11,-5.735,0,0.259,0.0123,0.000106,0.0769,0.622,125.998
600,600,dummy,2X6fuFsDCAUhWZ9tY2mxry,0.461,0.784,2,-10.121,1,0.0341,0.0315,0.727,0.101,0.307,96.02
601,601,dummy,26hEU8M4kg9Bsm9Es43CY8,0.092,0.138,7,-16.884,1,0.0382,0.315,0.654,0.283,0.0602,166.306
602,602,dummy,7e3ROxgIM9zUpyHrh5C3ze,0.0836,0.024,4,-31.059,0,0.0451,0.95,0.929,0.104,0.0321,84.904
603,603,dummy,3g7Le9RJRy9jMkrnvAl9iS,0.0784,0.033,2,-25.372,0,0.0464,0.993,0.945,0.0722,0.0326,78.748
604,604,dummy,4OnqJ1ml4Jgr5AAKNrrYCD,0.614,0.589,1,-8.667,1,0.0573,0.7,0.0,0.069,0.894,111.879
605,605,dummy,0vSVDF2fHaxL2L9eEmRdAK,0.377,0.65,2,-10.277,0,0.0284,0.0115,0.82,0.346,0.0988,101.585
606,606,dummy,1M5iGApccrA2uBzQMELW9w,0.352,0.311,6,-8.107,1,0.0369,0.607,0.0,0.101,0.257,130.632
607,607,dummy,2pSMjadGmWcUbIF5eqLUxE,0.175,0.399,4,-14.865,0,0.0501,0.473,0.959,0.0799,0.069,120.942
608,608,dummy,7bhfPxNDc3Wtzu5Fx8FnNx,0.321,0.592,10,-8.365,1,0.0451,0.0323,0.0,0.323,0.557,83.415
609,609,dummy,0catSwmBUqYubDO4JKVnmj,0.462,0.738,4,-4.339,1,0.033,0.0241,0.0,0.293,0.37,131.604
610,610,dummy,0Zj3Ihs4nn3G3xZ2LKLEbP,0.268,0.113,0,-19.601,1,0.0383,0.952,0.000389,0.191,0.113,111.801
611,611,dummy,2JY6Af30DaD5gW8BPLZSha,0.131,0.179,7,-19.902,0,0.0414,0.855,0.665,0.0948,0.0677,80.033
612,612,dummy,59Djq0zGIu8HDZ8QXs2oiz,0.334,0.262,5,-14.193,0,0.0391,0.732,0.388,0.235,0.145,80.446
613,613,dummy,77QDBf1zTvyegtTpAO5EpH,0.506,0.848,9,-13.287,0,0.0315,0.00232,0.758,0.543,0.338,144.993
614,614,dummy,7BYVb8ueEqGvcnPJWXihSt,0.352,0.546,11,-6.768,1,0.0384,0.71,0.0,0.105,0.274,114.814
615,615,dummy,3Dupb5AcaVFErlSSfl3szW,0.684,0.471,0,-9.43,1,0.043,0.208,0.0,0.14,0.453,121.081
616,616,dummy,1OzSfjFW08DTD51XoNnog7,0.485,0.667,2,-5.485,1,0.164,0.497,0.0,0.219,0.52,174.025
617,617,dummy,2SGa3eKYVadfZ22PSKU4YK,0.0883,0.0809,2,-21.19,0,0.0402,0.116,0.557,0.112,0.0373,86.525
618,618,dummy,363OW0OpNxHRPMCJXQ9Ymo,0.643,0.159,11,-16.494,1,0.209,0.886,0.0,0.12,0.376,83.27
619,619,dummy,6CxWweyu61N9WSpMQ3oyGS,0.581,0.276,9,-14.249,0,0.034,0.88,0.826,0.0486,0.415,134.97
620,620,dummy,3n1Y5Gu3CJEunqBBgYqPwH,0.295,0.376,9,-17.863,0,0.0415,0.885,0.887,0.183,0.377,119.989
621,621,dummy,6d0B924xI8hHs3Xk7enRjj,0.185,0.0362,9,-27.285,0,0.0373,0.499,0.74,0.11,0.0335,75.131
622,622,dummy,0m2RopExFZisJMyPljXVRR,0.577,0.457,8,-17.662,1,0.051,0.64,0.873,0.121,0.0613,94.067
623,623,dummy,580Mdjn5BkDnnxf7TOJ5ur,0.566,0.389,7,-11.345,1,0.0301,0.772,0.44,0.165,0.26,102.983
624,624,dummy,3svfTMSnUTPUxNYWiYMCNj,0.163,0.162,7,-19.11,0,0.0395,0.294,0.871,0.108,0.0341,99.081
625,625,dummy,7lBpl3fdfGWIiadbpL4UP6,0.54,0.746,2,-6.05,1,0.0454,0.0218,0.15,0.122,0.219,140.006
626,626,dummy,1TNFOXxCmzx57mxZfuPOAN,0.705,0.828,1,-8.615,1,0.0652,0.486,0.876,0.0878,0.279,148.008
627,627,dummy,7ybXDjylmA35jQ6EbBCFck,0.348,0.183,6,-23.524,0,0.0483,0.931,0.968,0.128,0.0394,88.467
628,628,dummy,6jHN8Uk6QXJ09rD2NxvMYF,0.319,0.534,2,-15.022,0,0.0391,0.737,0.819,0.25,0.288,139.707
629,629,dummy,2zzUpZCsVZgA7S2cr6IFwp,0.351,0.096,7,-20.297,1,0.059,0.948,0.82,0.227,0.964,115.945
630,630,dummy,0C6MXVVI5JWJCDh7WA8oqx,0.218,0.221,6,-18.846,0,0.0388,0.863,0.533,0.0915,0.0486,108.378
631,631,dummy,6l847nvbQHe1GkAkS4KP4v,0.507,0.429,9,-6.576,1,0.0268,0.145,0.0,0.141,0.0788,131.899
632,632,dummy,6zJms3MX11Qu1IKF44LoRW,0.217,0.305,1,-9.495,1,0.0321,0.885,0.00271,0.201,0.12,82.848
633,633,dummy,4rsinruj7V8qa8UkJ6cAvd,0.436,0.00358,2,-29.557,0,0.0827,0.778,0.556,0.11,0.15,173.822
634,634,dummy,0k1dXy3EXi1Ob5eK3oRPm3,0.132,0.0603,7,-23.176,1,0.0385,0.764,0.863,0.111,0.0355,71.313
635,635,dummy,5dFMQ0MHtgLKFxyyaloEXd,0.142,0.198,8,-13.606,1,0.0379,0.944,0.885,0.0858,0.0339,140.434
636,636,dummy,2SGW2reRU2ZvIinJAhAogC,0.412,0.461,1,-11.091,1,0.0339,0.777,0.814,0.219,0.038,98.896
637,637,dummy,5EmPXhz0MYHa8ao3mdLydv,0.366,0.546,7,-11.747,0,0.0415,0.4,0.935,0.108,0.235,78.571
638,638,dummy,01CJDcOSteNT93CgfgsajY,0.457,0.349,1,-6.909,1,0.12,0.858,0.0,0.314,0.303,75.682
639,639,dummy,5nBmPH8uKUkdSlHGrkDRdk,0.171,0.0117,5,-33.704,1,0.0465,0.947,0.939,0.0922,0.0338,71.403
640,640,dummy,42BAwiGC1egjbiJ6y512Tz,0.304,0.379,3,-8.484,1,0.029,0.912,0.025,0.112,0.189,125.203
641,641,dummy,5N3p8oQCB86NL346NZSWkO,0.29,0.4,7,-18.921,0,0.0895,0.222,0.886,0.128,0.0393,125.282
642,642,dummy,4O2ovYwmY3LKG1i3HAjkIC,0.607,0.512,9,-11.906,0,0.0355,0.805,0.971,0.131,0.594,119.094
643,643,dummy,1fu5IQSRgPxJL2OTP7FVLW,0.633,0.0519,10,-21.107,0,0.0365,0.562,0.0,0.097,0.204,76.034
644,644,dummy,3BrmHJDkqSJojbdlvhT0JZ,0.072,0.0743,8,-23.054,1,0.0416,0.784,0.832,0.228,0.0301,78.535
645,645,dummy,74ps3mx1qslcGmPADfY5UJ,0.419,0.489,5,-10.857,0,0.0289,0.000915,0.757,0.101,0.119,100.989
646,646,dummy,3r2fhVslpEJOmmHujRwcfL,0.173,0.306,2,-16.531,0,0.0417,0.688,0.924,0.106,0.0358,82.348
647,647,dummy,4xB5RDnph6FzhOt4idj5HD,0.175,0.146,7,-18.481,1,0.0369,0.73,0.714,0.0961,0.0399,80.889
648,648,dummy,6Y7WN5KQN2fNxXBNFpqGZq,0.408,0.591,5,-13.65,0,0.0334,0.554,0.861,0.347,0.215,89.935
649,649,dummy,6PrKZUXJPmBiobMN44yR8Y,0.134,0.474,9,-13.864,0,0.0518,0.826,0.58,0.195,0.133,98.854
650,650,dummy,7GOXbPWpj6ziI7ku4PN99v,0.567,0.973,8,-4.323,1,0.0755,0.0394,1.73e-05,0.113,0.593,149.977
651,651,dummy,4r47iLcY9Cur77Mv2r9Lel,0.619,0.928,0,-4.14,1,0.0469,0.0427,0.841,0.0748,0.546,149.928
652,652,dummy,32YMjckfKOLVITAfe6zK9F,0.53,0.988,7,-3.227,1,0.111,0.00678,9.55e-06,0.49,0.248,150.148
653,653,dummy,4uUnTtmvc9fmhoCuQUmcb6,0.475,0.909,11,-5.634,0,0.0572,0.406,0.663,0.43,0.344,150.01
654,654,dummy,4NSSyOKfuc0I510DU5FxGQ,0.566,0.901,5,-7.63,0,0.0525,0.339,0.0687,0.494,0.562,74.979
655,655,dummy,1drUUU7kxWBZxJa8TUK2hu,0.691,0.957,0,-7.594,0,0.217,0.0204,0.00361,0.221,0.258,149.958
656,656,dummy,1YzxfDxoTRbJ8IRol1z3sK,0.59,0.934,7,-5.083,0,0.0517,0.0139,0.04,0.613,0.411,150.017
657,657,dummy,0XQQeSs9On3NNv6aHYRwBD,0.794,0.862,11,-7.384,0,0.183,0.0109,0.32,0.0643,0.0751,150.014
658,658,dummy,34xoARsqmVrvgsAQcm8GCO,0.585,0.959,7,-4.779,1,0.0956,0.024,0.0887,0.0937,0.097,150.0
659,659,dummy,6DI2vdKXvgnwQN3dPLJqbZ,0.489,0.956,0,-5.38,0,0.041,0.00312,0.231,0.178,0.359,150.051
660,660,dummy,14khUCZ0rq6W0p0Z7Vf90T,0.438,0.944,6,-5.562,0,0.0684,0.125,0.668,0.522,0.373,76.022
661,661,dummy,4taoR3Y2Udn0SeZEpA7ERu,0.605,0.994,10,-4.333,0,0.115,0.00232,0.373,0.356,0.206,150.067
662,662,dummy,0OL3rimCyRwb7XIvZr9ch7,0.502,0.841,0,-6.872,1,0.0839,0.016,0.00454,0.203,0.17,150.014
663,663,dummy,11D0T3ZYS8jIprcVbUllcM,0.463,0.924,6,-4.649,0,0.311,0.00847,4.24e-06,0.384,0.258,149.612
664,664,dummy,09lB1aWHIDcagY5ZYLDlZ0,0.586,0.952,8,-3.659,0,0.0564,0.106,0.0,0.0761,0.54,150.023
665,665,dummy,20pUYdjaXB20XH8T7D3D8L,0.554,0.869,2,-4.909,1,0.0796,0.136,0.0933,0.101,0.372,149.956
666,666,dummy,1N8akk9uCtow5LjuK1eGXZ,0.487,0.973,3,-4.206,1,0.0677,0.0125,0.659,0.409,0.199,149.939
667,667,dummy,7hs862c5l4uqRkGsIrPxQX,0.634,0.881,11,-6.569,1,0.0644,0.0578,0.00245,0.0697,0.549,150.007
668,668,dummy,6R8cejgh2Ev8ROO85tD48c,0.385,0.927,10,-4.818,1,0.146,0.0123,0.00442,0.632,0.37,149.722
669,669,dummy,0CLDv06uCfN2HviayR4eTB,0.452,0.968,6,-4.258,0,0.042,0.00698,0.0225,0.401,0.582,149.963
670,670,dummy,1PEycEqb5v1DDBycpB2ety,0.557,0.925,8,-4.425,1,0.0847,0.0131,0.657,0.366,0.0571,149.966
671,671,dummy,5l5bkVA2f7zkk7UeTxZds9,0.59,0.978,11,-4.975,0,0.0878,0.221,0.107,0.713,0.305,149.961
672,672,dummy,1TCr2WMZk4FQGqNQAYHnCS,0.647,0.625,7,-8.677,1,0.042,0.0703,0.403,0.0436,0.221,150.033
673,673,dummy,6UBL7IEbXn5fRsQ182I4UJ,0.394,0.834,7,-8.81,1,0.26,0.00513,0.866,0.177,0.0392,132.41
674,674,dummy,4qEygwgF0Mvbxc0jJbtQtY,0.599,0.801,2,-3.587,1,0.0688,0.123,0.00354,0.0479,0.694,150.013
675,675,dummy,1oHqsUGhhvwUJyneZEagTT,0.295,0.96,1,-4.111,1,0.196,0.287,0.00395,0.158,0.114,147.965
676,676,dummy,6tlRodqnPwOLKSyDsvrt8m,0.581,0.857,10,-3.564,0,0.0628,0.0403,0.0137,0.0635,0.551,150.0
677,677,dummy,5hkMAKWcBJXImstz1v4RNZ,0.462,0.878,9,-4.866,0,0.114,0.00908,0.0465,0.0556,0.442,168.04
678,678,dummy,1SwR5raWgeDtC61nMl5fA3,0.561,0.881,8,-3.676,1,0.055,0.00386,0.0255,0.0695,0.274,149.988
679,679,dummy,1xwBRIiJqSrIJe50vh7nq5,0.584,0.993,1,-4.255,1,0.186,0.0374,0.0435,0.16,0.156,149.995
680,680,dummy,3zZPZjTxPfyMINMvVi9pye,0.533,0.996,6,-2.967,1,0.209,0.0364,0.0284,0.353,0.0554,148.024
681,681,dummy,4ZD9OOZWIXLxhi8lAJ04oQ,0.572,0.905,10,-7.081,0,0.0665,0.00454,0.545,0.0608,0.338,150.015
682,682,dummy,1DEjVaYw8Fb7nSB3O5dqyA,0.406,0.992,1,-4.935,1,0.162,0.418,0.503,0.776,0.0398,149.973
683,683,dummy,2KQo1nEPiGeSAX1ICuuKbG,0.486,0.86,9,-8.37,0,0.0372,0.188,2.18e-06,0.0652,0.172,150.004
684,684,dummy,0s2zvQ6yEtAbsElO0SQXH7,0.302,0.655,5,-4.765,0,0.0317,0.061,0.865,0.0941,0.149,149.968
685,685,dummy,7L3XcOYjrxIhUfq2Jc16IP,0.55,0.835,8,-5.619,1,0.106,0.00931,0.0,0.055,0.382,74.936
686,686,dummy,0axFkC3q6KoJJFuBmHX1yJ,0.473,0.983,6,-4.624,0,0.0656,0.00413,0.00185,0.101,0.0579,150.048
687,687,dummy,2ZOzThFqpwuqdP5AqdVdxu,0.479,0.724,11,-7.124,1,0.0983,0.000283,0.614,0.0556,0.735,150.002
688,688,dummy,1UgqsKY9k4GNUThHaJwPjj,0.701,0.531,11,-11.8,1,0.0763,0.0149,0.868,0.0842,0.208,144.052
689,689,dummy,6iXKUrQatFwEaeBrqCVtuQ,0.543,0.871,9,-8.652,1,0.0458,0.0103,0.917,0.0983,0.492,150.009
690,690,dummy,7z4cco7tnaLJHT2yiXtAl1,0.669,0.703,5,-4.933,0,0.037,0.0374,0.00279,0.0987,0.367,150.011
691,691,dummy,6bImYRc9oEQ3ZtrSkCIiN1,0.588,0.922,6,-6.977,1,0.109,0.0531,0.00584,0.0396,0.389,149.967
692,692,dummy,5MxMBEwBjRzFDHc3GRNEG9,0.532,0.9,6,-6.972,0,0.042,0.185,0.921,0.207,0.224,150.023
693,693,dummy,0g9utnXLgOgyzpbv9V7g07,0.574,0.801,0,-4.451,0,0.0541,0.00303,0.953,0.183,0.358,144.907
694,694,dummy,0GuZCZrJYUU7VDntJmSOgv,0.607,0.947,1,-5.516,1,0.0707,0.0935,7.32e-05,0.0698,0.166,150.01
695,695,dummy,5xm16izVFxTNCjI25cXRuF,0.564,0.895,7,-5.272,1,0.0416,0.0171,0.875,0.0853,0.475,150.006
696,696,dummy,00UmXd4NubeS73MMxWqHBH,0.646,0.669,0,-7.518,1,0.0941,0.0107,0.312,0.414,0.654,150.0
697,697,dummy,0GksD8oDhxJ83rAWGFX7fD,0.466,0.776,7,-5.67,0,0.0392,0.179,7.24e-06,0.251,0.237,75.384
698,698,dummy,4jnsOGtZ3LdE5wBRD8U55K,0.6,0.96,7,-5.611,1,0.0521,0.144,0.0478,0.0828,0.271,149.968
699,699,dummy,0uJMQoYXKrkwxvrL07sOeL,0.516,0.891,3,-4.661,0,0.0696,0.302,0.00103,0.111,0.174,150.002
700,700,dummy,6XEPmHllDGDaO4w84Xjtgi,0.646,0.833,11,-5.134,1,0.057,0.112,0.000462,0.121,0.278,108.003
701,701,dummy,4o6k1XHlrIZay8v1m5VU83,0.373,0.903,10,-4.49,1,0.083,0.00077,5.86e-06,0.244,0.43,109.121
702,702,dummy,1E1uGhNdBe6Dddbgs2KqtZ,0.62,0.61,11,-8.329,0,0.0373,0.00849,0.162,0.205,0.235,127.052
703,703,dummy,6w8dBm5KlXxWejYrbGS1EJ,0.285,0.825,1,-7.049,0,0.0466,0.000826,0.0,0.268,0.516,164.611
704,704,dummy,2RiBogNRfulkNf7fVbPOrJ,0.637,0.864,8,-4.381,1,0.0468,0.484,0.0,0.222,0.706,99.995
705,705,dummy,7kJkTFmKYHrp9LT8w0oqpG,0.582,0.936,2,-3.427,1,0.0382,0.0482,9.13e-06,0.341,0.372,102.019
706,706,dummy,6W21LNLz9Sw7sUSNWMSHRu,0.353,0.898,2,-5.877,1,0.052,2.23e-05,0.105,0.39,0.525,103.293
707,707,dummy,6zGDIDjfDkPyNxrEERO3XG,0.58,0.885,0,-5.154,0,0.0715,0.1,0.00157,0.146,0.788,145.405
708,708,dummy,2NRa4W3rH4e5GKQMN5Qwyr,0.458,0.99,8,-3.717,1,0.183,0.000285,0.000893,0.454,0.46,166.904
709,709,dummy,1f2V8U1BiWaC9aJWmpOARe,0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444
710,710,dummy,0M955bMOoilikPXwKLYpoi,0.498,0.83,6,-5.157,0,0.0421,0.00461,0.0,0.139,0.453,89.342
711,711,dummy,42et6fnHCw1HIPSrdPprMl,0.64,0.864,7,-6.576,1,0.0314,0.00832,0.0,0.123,0.701,102.026
712,712,dummy,3CkjLJYnnyOtGk4Jx4iYS4,0.219,0.952,2,-3.621,1,0.176,5.1e-05,0.0989,0.157,0.172,112.886
713,713,dummy,11bD1JtSjlIgKgZG2134DZ,0.563,0.592,9,-4.571,1,0.0276,0.209,5.08e-05,0.132,0.136,104.016
714,714,dummy,3MrRksHupTVEQ7YbA0FsZK,0.529,0.843,6,-6.908,0,0.0616,0.0628,0.000827,0.0608,0.188,117.662
715,715,dummy,4gMgiXfqyzZLMhsksGmbQV,0.693,0.394,0,-15.882,1,0.0428,0.0782,0.000694,0.247,0.721,104.114
716,716,dummy,57BrRMwf9LrcmuOsyGilwr,0.58,0.702,4,-5.565,1,0.0337,0.0466,3.2e-06,0.536,0.299,105.076
717,717,dummy,1qwno7xb5mJe71xtMS6jl2,0.606,0.62,0,-5.005,1,0.0298,0.0301,0.0916,0.167,0.543,88.984
718,718,dummy,3nhzPKCm2yqGmgEhdAg19u,0.601,0.863,0,-4.31,1,0.0685,0.0626,0.0,0.0717,0.676,130.189
719,719,dummy,20aASiwfsbiLlaJxLiC0PQ,0.503,0.468,1,-16.829,0,0.0374,0.0256,0.00134,0.0842,0.215,102.451
720,720,dummy,42T2QQv3xgBlpQxaSP7lnK,0.386,0.677,2,-5.83,1,0.0346,0.00841,0.00366,0.341,0.195,126.602
721,721,dummy,4a9i7rCLfPjbS1sNamZeQN,0.543,0.808,10,-5.484,1,0.0407,7.19e-05,0.00336,0.114,0.472,95.19
722,722,dummy,3KmuRpdh3UDv9GHyO8SmgB,0.27,0.931,1,-5.016,1,0.232,0.0139,0.0,0.218,0.446,124.608
723,723,dummy,5zcLnqZbAjDGXX7HNcT1rE,0.508,0.828,1,-4.065,1,0.033,0.0162,0.0,0.266,0.449,125.868
724,724,dummy,2RaA6kIcvomt77qlIgGhCT,0.362,0.961,2,-5.664,1,0.0857,0.024,9.35e-06,0.159,0.491,164.019
725,725,dummy,0bKbN288jXK5tKxnEGK8xL,0.476,0.809,2,-4.434,1,0.0327,2.66e-05,0.0797,0.0886,0.558,83.957
726,726,dummy,506YO37JuV40cnjeVuwlGD,0.476,0.872,4,-4.777,0,0.0709,0.000652,3.47e-05,0.308,0.218,74.993
727,727,dummy,64BbK9SFKH2jk86U3dGj2P,0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229
728,728,dummy,1yf3K4e74VM6egV7QDhXyz,0.413,0.605,11,-6.275,1,0.0298,0.136,7.25e-06,0.113,0.356,141.842
729,729,dummy,0BCPKOYdS2jbQ8iyB56Zns,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97
730,730,dummy,4YyOPaXcxCmpv3c7SQUo5e,0.346,0.897,4,-5.044,1,0.0678,0.122,8.24e-05,0.358,0.661,101.744
731,731,dummy,4YMQXzscifAREG0a7KNGhB,0.489,0.349,2,-14.295,0,0.0323,0.676,0.0789,0.0866,0.622,124.348
732,732,dummy,5EAqdVQ4SxklvmuFYHh9nK,0.247,0.942,0,-2.796,1,0.0691,0.00408,1.72e-06,0.0864,0.601,94.094
733,733,dummy,0RILico3Gbl5jxSNg3zLrJ,0.428,0.429,0,-6.06,1,0.049,0.0879,0.00041,0.168,0.182,127.173
734,734,dummy,2lwwrWVKdf3LR9lbbhnr6R,0.649,0.888,6,-4.807,1,0.0293,0.013,2.23e-06,0.0888,0.553,100.975
735,735,dummy,0NWPxcsf5vdjdiFUI8NgkP,0.346,0.768,9,-5.695,1,0.0377,0.00603,0.38,0.0244,0.532,169.492
736,736,dummy,03jdl5GTBhKsgB1Yw8mVPh,0.462,0.972,7,-2.642,0,0.138,0.00285,0.0,0.666,0.449,128.092
737,737,dummy,0BqQWfhMrkpRAUCbdfdHUC,0.364,0.959,1,-2.956,1,0.0627,0.0113,0.000953,0.411,0.927,161.797
738,738,dummy,47ojH5LeQhl1ZltSAHBEFF,0.606,0.907,9,-4.067,1,0.0675,0.0367,1.83e-06,0.364,0.69,115.048
739,739,dummy,77tR4iQgyQTAnhhuPik3ZP,0.525,0.964,5,-3.451,0,0.0571,0.000328,5.5e-06,0.0527,0.385,90.013
740,740,dummy,1brpdmqkx3kSxyqzqXfW7J,0.679,0.866,0,-6.053,1,0.0635,0.00376,3.1e-05,0.312,0.785,124.324
741,741,dummy,4yugZvBYaoREkJKtbG08Qr,0.575,0.67,7,-10.39,1,0.0318,0.343,4.95e-06,0.129,0.74,139.191
742,742,dummy,6i0V12jOa3mr6uu4WYhUBr,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024
743,743,dummy,2K2M0TcglCRLLpFOzKeFZA,0.683,0.594,2,-8.289,1,0.0347,0.385,8.61e-05,0.121,0.734,115.099
744,744,dummy,2N2yrmodOnVF10mKvItC9P,0.456,0.59,11,-8.638,1,0.0327,0.00182,0.00379,0.104,0.243,124.635
745,745,dummy,6SpLc7EXZIPpy0sVko0aoU,0.517,0.906,1,-3.677,1,0.0735,0.00272,9.26e-06,0.113,0.731,172.977
746,746,dummy,2takcwOaAZWiXQijPHIx7B,0.585,0.842,9,-5.883,0,0.0556,0.00242,0.00686,0.0866,0.428,118.211
747,747,dummy,0cxmetxmmOYNkE2FW8kl8a,0.551,0.832,1,-4.96,1,0.0441,0.00272,5.04e-06,0.102,0.518,111.482
748,748,dummy,5anCkDvJ17aznvK5TED5uo,0.58,0.916,3,-4.358,0,0.0387,0.000297,0.0259,0.126,0.683,118.004
749,749,dummy,4xlEKYv7HmC8zXoJIbpZKM,0.525,0.578,9,-4.563,1,0.12,0.0132,0.00916,0.108,0.537,123.696
750,750,dummy,3xTn8xDEeApsbNqdxQG2aM,0.657,0.941,9,-2.636,1,0.0468,0.018,0.0,0.356,0.503,132.978
751,751,dummy,5vL3VTJdYU3ufettAzHgCV,0.572,0.936,1,-3.461,1,0.108,0.0172,0.0,0.316,0.484,173.983
752,752,dummy,33isTrWlzSEdwJt5YDKEDr,0.64,0.789,6,-3.867,1,0.0343,0.247,0.00424,0.0798,0.577,122.98
753,753,dummy,6JgfEzVw7KCWzLeE5rRfqC,0.459,0.407,7,-9.631,1,0.0367,0.238,0.0203,0.128,0.127,167.956
754,754,dummy,5DBOBP2zmNUXSOzb7Syywd,0.392,0.956,11,-3.663,1,0.0939,9.72e-05,0.0278,0.145,0.541,178.05
755,755,dummy,1VjfxCygjqEZ7Cy7jYawTD,0.451,0.946,11,-2.382,0,0.0475,0.0102,0.0,0.433,0.507,153.968
756,756,dummy,6JGuKdtYY8mfg9smbiCA3W,0.291,0.189,2,-12.966,0,0.0337,0.916,0.0,0.0971,0.0716,110.516
757,757,dummy,4xeXc8jimE2D1fxityo9vP,0.649,0.904,4,-3.001,0,0.0777,0.0434,2.09e-06,0.351,0.542,143.947
758,758,dummy,3rDEsykwMMiQ8c2ZSA9lso,0.572,0.565,11,-7.723,1,0.0384,0.492,0.0,0.259,0.406,173.877
759,759,dummy,5RuvVnxiFvYinvpPvvARAP,0.441,0.995,3,-6.553,0,0.0542,0.00193,0.754,0.0808,0.632,143.998
760,760,dummy,4nWgaNflI7ZiumLiHMSyYi,0.526,0.911,2,-7.228,1,0.0472,1.79e-05,0.882,0.109,0.766,139.962
761,761,dummy,0dFiAgxXMzRylcVxPgXjjU,0.482,0.961,7,-2.29,1,0.105,0.103,5.63e-05,0.179,0.595,167.063
762,762,dummy,6Q4aonYeKFCj9ZM5BGZncv,0.301,0.973,10,-7.349,0,0.183,0.0352,0.35,0.338,0.0379,154.614
763,763,dummy,1ZLHa7ye0D2RZPpMTi688u,0.638,0.784,11,-3.698,1,0.0313,0.057,0.000141,0.201,0.396,126.005
764,764,dummy,2zcceHJcvzXBwfhC8WImXK,0.473,0.817,9,-5.279,1,0.0469,0.0643,3.88e-05,0.925,0.623,173.783
765,765,dummy,5avgWQxQ3ia5zuquF7kNx8,0.61,0.762,5,-7.76,0,0.0366,0.238,0.00313,0.0898,0.688,103.017
766,766,dummy,5YrFNiIYmrqf0Jcf0nMkW0,0.473,0.503,8,-4.845,1,0.0285,0.705,0.0,0.0582,0.288,79.86
767,767,dummy,6XYur2KmzwfpOJy23y8ZnO,0.38,0.92,7,-1.458,1,0.0668,0.0241,0.0,0.138,0.653,164.855
768,768,dummy,5eg86vuVk3EM5PiFOLOtb5,0.569,0.858,10,-3.466,1,0.0378,0.0611,0.0,0.358,0.645,131.978
769,769,dummy,78j1pgpLYJb0ltrWvWpa8z,0.407,0.733,1,-6.425,1,0.0433,0.0622,0.0,0.093,0.429,128.328
770,770,dummy,0P5A0xh2IfNqvvgOapu02N,0.346,0.961,9,-3.908,0,0.125,0.151,0.0,0.32,0.418,86.661
771,771,dummy,4Eq2oh2HcRnmxEoJzddu0v,0.369,0.954,10,-4.609,0,0.0844,2.71e-05,0.688,0.0701,0.404,178.088
772,772,dummy,1IBPToaEjVc6k8m89lWfpM,0.615,0.96,6,-4.342,1,0.0645,0.16,3.08e-05,0.507,0.605,134.008
773,773,dummy,3fWrH1bqmvOiHf6cKXBKnF,0.801,0.88,3,-2.933,1,0.0343,0.596,0.0293,0.138,0.866,137.967
774,774,dummy,3VSYyYaOnIQHj4kC0SrJig,0.372,0.9,4,-4.611,0,0.205,0.00984,0.0,0.302,0.642,89.359
775,775,dummy,1aBr7sWU2lxnH1Hef7W4HZ,0.571,0.884,11,-4.038,1,0.0547,0.00619,2.57e-06,0.646,0.533,115.026
776,776,dummy,5a3Q6vyaCNMtpQ5a1wnofp,0.517,0.916,6,-3.831,0,0.0684,0.000929,0.0,0.208,0.471,127.03
777,777,dummy,3YAXvRE8wIhTaJafGLKylf,0.6,0.719,5,-4.009,1,0.0484,0.455,8.65e-05,0.233,0.565,137.006
778,778,dummy,7JGtqw0Wsne6vKaEmkfgoL,0.551,0.787,3,-4.797,0,0.0543,0.0558,7.89e-05,0.0695,0.703,159.966
779,779,dummy,3wO7GcDGpTSTeld0a3cL5M,0.211,0.322,11,-7.33,1,0.0336,0.835,0.0,0.0953,0.102,75.512
780,780,dummy,7C1Lzlt1bOjNAxKboc9b98,0.458,0.855,2,-3.408,1,0.0429,0.000107,0.00119,0.349,0.547,139.899
781,781,dummy,7MaZVfxbDq2C9NA4mAbbkU,0.409,0.905,1,-3.817,1,0.0916,0.00272,0.0,0.0881,0.284,169.983
782,782,dummy,2bQTmdOKGgqO2OT2jEVf1g,0.674,0.977,7,-3.053,1,0.0429,0.404,0.00102,0.22,0.82,131.991
783,783,dummy,0OHhF9EOadRSuMEmCKvOHX,0.702,0.903,0,-3.274,1,0.039,0.199,0.0,0.274,0.826,103.963
784,784,dummy,2APbVoRZGIjp6YWz0JHl0x,0.684,0.874,0,-3.847,1,0.0765,0.00384,0.0,0.258,0.741,94.999
785,785,dummy,2v38gEzNILLKvxrkX8NObo,0.329,0.857,9,-4.426,1,0.0951,1.21e-05,0.149,0.155,0.464,172.126
